idMarca,Marca,Abrev,MarcaURL,idDataStorage,OrdenM
842,ULTRA COPY,ULTRACOPY ,"",,0
844,OSMAR,OSM       ,"",,0
848,BRIO,BRIO      ,"",,0
849,SUNSET,SUNSET    ,"",,0
850,PRINTER,          ,"",,0
851,PENDAFLEX,PFLEX     ,"",,0
853,SR,SR        ,"",,0
855,TRULY,TRULY     ,"",,0
856,INK JET LASER,INK JET LA,"",,0
857,PROCAL,PROCAL    ,"",,0
858,SP,SILICON PO,"",,0
859,MILAN,MILAN     ,"",,0
860,KAMASA,KAMASA    ,"",,0
861,STANLEY,STANLEY   ,"",,0
862,3M,3M,"",,0
864,CONDA,CONDA     ,"",,0
865,CHAMBRIL,CHAMBRIL  ,"",,0
866,NOTE,NOTE,"",,0
867,TORRE,TORRE     ,"",,0
868,OFFI,OFFI,"",,0
869,STICK N,STICK N,"",,0
870,DONG-A,DONG-A,"",,0
871,FABER-CASTELL,FABER-CAST,http://lasoluciond.com/img/marcas/faber-castell.png,,0
872,BPZ,BPZ,"",,0
873,FINLANDES,FINLANDES,"",,0
874,GRAPHICS,GRAPHICS,"",,0
875,SCOTCH,SCOTCH,"",,0
876,ROTAPEL,ROTAPEL,"",,0
877,CUTTER,CUTTER,"",,0
878,MEMORIS-PRECIOUS,MEMORIS-PR,"",,0
879,CUTER,CUTER,"",,0
880,ERICHKRAUSE,ERICHKRAUS,"",,0
881,IMPORTADA,IMPORTADA,"",,0
882,JIXIANG,JIXIANG,"",,0
883,WING,WING,"",,0
884,ECYGRAF,ECYGRAF,"",,0
885,CLARIDAD,CLARIDAD,"",,0
886,LG,LG,"",,0
887,MERCANTIL,MERCANTIL,"",,0
888,HONWEN,HONWEN,"",,0
889,VINIFILE,VINIFILE,"",,0
890,TOP,TOP,"",,0
891,DATA BANK,DATA BANK,"",,0
892,STICK-ON-IT,STICK-ON-I,"",,0
893,NOTEFIX,NOTEFIX,"",,0
894,POST-IT,POST-IT,"",,0
896,GRAFIPAPEL,GRAFIPAPEL,"",,0
897,KEROFORM,KEROFORM,"",,0
898,ECO,ECO,"",,0
899,STAINLESS,STAINLESS,"",,0
900,M&F,M&F,"",,0
901,AMOS,AMOS,"",,0
902,BAHIA,BAHIA,"",,0
903,KEROCOPY,KEROCOPY,"",,0
904,INKJET COPIER & LASER,INKJET COP,"",,0
905,TAURO LINE,TAURO LINE,"",,0
906,TRIVEX,TRIVEX,"",,0
907,NKM,NKM,"",,0
908,ELLEN ERRE,ELLEN     ,"",,0
1908,EVOLIS,EVOLIS    ,"",,0
1909,DL,DL        ,"",,0
1910,TWINS,TWINS     ,"",,0
1911,ONE 1,ONE 1     ,"",,0
1914,CMPC,CMPC,"",,0
1915,KALLIMA,KALLIMA,"",,0
1916,EVEREST,EVEREST,"",,0
1917,CANDENSE,CANDENSE,"",,0
1918,FILANDES,FILANDES,"",,0
1919,CANDENSCE,CANDENSCE,"",,0
1920,ESCOLAR,ESCOLAR,"",,0
1921,TECNICO,TECNICO,"",,0
1922,CONTI,CONTI,"",,0
1923,OTRA,OTRA,"",,0
1924,IMPORT,IMPORT,"",,0
1925,MAZ,MAZ,"",,0
1926,OSDI,OSDI,"",,0
1927,WINGS,WINGS,"",,0
1928,M-515,M-515,"",,0
1929,ETI-SOL,ETI-SOL,"",,0
1930,COSISA,COSISA,"",,0
1931,DURACLIP,DURACLIP,"",,0
1932,ECOFILE,ECOFILE,"",,0
1933,PANASA,PANASA,"",,0
1934,NOTITAS,NOTITAS,"",,0
1935,INASET,INASET,"",,0
1936,LOY,LOY,"",,0
1937,ICOMSAC,ICOMSAC,"",,0
1938,CHEMMER,CHEMMER,"",,0
1939,KANGARO,KANGARO   ,"",,0
1940,COLLEGE,COLLE     ,"",,0
1942,HYUNDAI,          ,"",,0
1943,PREMIUN,PREMIUN   ,"",,0
2943,EMTEC,EMTEC     ,"",,0
2944,KEDAFLEX,KDFLEX    ,"",,0
2945,CADENA,CADENA    ,"",,0
2946,STUDIO,STUDIO    ,"",,0
3853,MATRIX,MATRIX,"",,0
3854,VELITA,VELITA,"",,0
3855,ALBRI,ALBRI,"",,0
3856,REYSER,REYSER,"",,0
3857,NOTEBOOK,NOTEBOOK,"",,0
